country,dataset_key,dataset_party_id,name_short,name,name_english,year_first,year_last,external_id,partyfacts_id
SVK,erdda,SVK v202e,LS-HZDS,L'udov? Strana - Hnutie za Demokratick? Slovensko ,People's Party - Movement for Democratic Slovakia,1992,2010,2312,560
SVK,erdda,SVK v207e,SDKU,Slovensk? Demokratick? a Krest'ansk? Unia ,Slovak Democratic and Christian Union,2002,2010,2092,1617
SVK,erdda,SVK v206e,SDK,Slovenskâ Demokratickâ Koalîcia ,Slovak Democratic Co~coalition,1998,1998,2390,226
SVK,erdda,SVK v210e,SNS,Slovensk? N?rodn? Strana ,Slovak National Party,1992,2010,2482,730
SVN,erdda,SVN v224e,,,,1990,2008,2473,1856
SVN,erdda,SVN v200e,DeSUS,Demokratska Stranka Upokojencev Slovenije ,Democratic Party of Pensioners of Slovenia,1990,2008,2382,467
SVN,erdda,SVN v201e,DSS,Demokraticna Stranka Slovenije ,Democratic Party of Slovenia,1990,2004,2128,1479
SVN,erdda,SVN v214e,Z,Zares ,For Real,2008,2008,2158,474
SVN,erdda,SVN v213e,ZS,Zeleni Slovenije ,Greens of Slovenia,1990,2008,2412,1494
SVN,erdda,SVN v202e,LDS,Liberalna Demokracija Slovenije ,Liberal Democratic Party,1990,2008,2115,975
SVN,erdda,SVN v203e,LS,Liberalna Stranka ,Liberal Party,1990,2000,2167,1188
SVN,erdda,SVN v204e,Nsi-KLS,Nova Slovenija - Kršcanska Ljudska Stranka ,New Slovenia-Christian People's Party,2000,2008,2282,1618
SVN,erdda,SVN v205e,SDP,Stranka Demokraticne Prenove ,Party of Democratic Reform,1990,1992,2381,1403
SVN,erdda,SVN v209e,SMS,StrankaMladih Slovenij e ,Party of Slovenian Youth,2000,2008,2265,1401
SVN,erdda,SVN v207e,SKD,Slovenski Krscanski Demokrati ,Slovenian Christian Democrats,1990,2000,2255,644
SVN,erdda,SVN v206e,SDS,Slovenska Demokratska Stranka ,Slovenian Democratic Party,1990,2008,2131,472
SVN,erdda,SVN v210e,SNS,Slovenska Naciolna Stranka ,Slovenian National Party,1993,2008,2337,96
SVN,erdda,SVN v208e,SLSt,Slovenska Ljudska Strana ,Slovenian People's Party,1990,2008,2439,764
SVN,erdda,SVN v212e,SD,Socialnih Demokrati ,Social Democrats,1993,2008,2453,1403
SVN,erdda,SVN v211e,SSS,Socialisticna. Stranka Slovenije ,Socialist Party,1990,1996,2094,1037
ESP,erdda,ESP v210e,NN,No party,,1945,2013,2195,2927
ESP,erdda,ESP v209e,,Other,,1977,2008,2486,1839
ESP,erdda,ESP v206e,PNV,Partido Nacionalista Vasco ,Basque Nationalist Party,1977,2008,2228,1637
ESP,erdda,ESP v202e,ERC,Esquerda Republicana de Catalunya ,Catalonia's Republican Left,1977,2008,2088,848
ESP,erdda,ESP v205e,CIU,Convergencia i Unio de Catalunya ,Convergence and Union,1977,2008,2172,139
ESP,erdda,ESP v211e,BNG,Bloque Nacionalista Gallego ,Galician Nationalist Block,2000,2008,2284,1011
ESP,erdda,ESP v207e,CC,Coalition Canaria ,Independent Groupings of Canary; Canary Coalition,1986,2008,2409,829
ESP,erdda,ESP v208e,PP,Partido Popular ,Popular Party,1977,2008,2375,441
ESP,erdda,ESP v201e,IU,Izquerda Unida ,Spanish Communist Party/ United Left,1977,2008,2357,247
ESP,erdda,ESP v203e,PSOE,Partido Socialista Obrero Espanol ,Spanish Socialist \workers' Party,1977,2008,2296,1338
ESP,erdda,ESP v204e,UCD,Union de Centro Democritico ,Union of the Democratic Center,1977,1989,2391,1271
ESP,erdda,ESP v200e,HB,Horn Batasuna ,United People,1979,1996,2380,473
SWE,erdda,SWE v209e,NN,No party,,1945,2013,2501,2934
SWE,erdda,SWE v208e,,Other,,1945,2013,2080,1887
SWE,erdda,SWE v210e,SW,Sverigedemokraterna,,2010,2010,2243,409
SWE,erdda,SWE v203e,ZE,Centerpartiet ,Center Party,1945,2010,2297,199
SWE,erdda,SWE v206e,ND,Ny Demokrati ,New Democracy,1991,1991,2207,343
SWE,erdda,SWE v204e,CD,Ksistdemokraterna ,The Christian Democratic Party,1991,2010,2189,651
SWE,erdda,SWE v207e,KO,Moderata Samlingspartiet ,The Conservative Party,1945,2010,2175,690
SWE,erdda,SWE v202e,G,Miljöpartiet de Gröna ,The Environmental Party,1988,2010,2159,456
SWE,erdda,SWE v200e,KP,Vänsterpartiet ,The Left Party,1945,2010,2306,830
SWE,erdda,SWE v205e,LI,Folkpartiet Liberalerna ,The Liberal Party,1945,2010,2264,1274
SWE,erdda,SWE v201e,SD,Socialdemokratiska Arbetarpartiet ,The Social Democratic Party,1945,2010,2277,487
GBR,erdda,GBR v204e,CTG',Commonwealth Party,,1945,1945,2431,2966
GBR,erdda,GBR v200e,Comm,Communist Party,,1945,1945,2283,116
GBR,erdda,GBR v208e,Con,Conservative Party,,1945,2010,2147,1567
GBR,erdda,GBR v201e,ILP,Independent Labour Party,,1945,1945,2202,234
GBR,erdda,GBR v209e,IN,Irish Nationalist parties,,1945,2010,2097,2050
GBR,erdda,GBR v205e,Lab,Labour Party,,1945,2010,2420,1516
GBR,erdda,GBR v206e,Lib,Liberal Party Liberal Democrats,,1945,2010,2183,540
GBR,erdda,GBR v212e,NN,No party,,1945,2013,2165,2964
GBR,erdda,GBR v211e,,Other,,1945,2010,2117,1841
GBR,erdda,GBR v203e,PC,Plaid Cymru,,1974,2010,2370,1002
GBR,erdda,GBR v202e,SNP,Scottish National Party,,1970,2010,2217,986
GBR,erdda,GBR v207e,SDP,Social Democratic Party,,1983,1990,2149,957
GBR,erdda,GBR v210e,U,Unionist Parties,,1945,2010,2408,1841
AUT,euandi,AUT-BZO,BZO,Bündnis Zukunft Österreichs,,2014,2014,29456,599
AUT,euandi,AUT-NEOS,NEOS,das Neue Österreich,,2014,2014,29521,1970
AUT,euandi,AUT-GRUNEN,GRUNEN,Die Grünen,,2014,2014,29524,1659
AUT,euandi,AUT-FPO,FPO,Freiheitliche Partei Österreichs,,2014,2014,29392,463
AUT,euandi,AUT-OVP,OVP,Österreichische Volkspartei,,2014,2014,29418,1329
AUT,euandi,AUT-SPO,SPO,Sozialdemokratische Partei Österreichs,,2014,2014,29382,1384
BEL,euandi,BEL-CDH,CDH,Centre Démocrate Humaniste,,2014,2014,29434,2338
BEL,euandi,BEL-CDV,CDV,Christen-Democratisch & Vlaams,,2014,2014,29486,604
BEL,euandi,BEL-ECOLO,ECOLO,Ecolo,,2014,2014,29403,1563
BEL,euandi,BEL-FDF,FDF,Fédéralistes Démocrates Francophones,,2014,2014,29420,698
BEL,euandi,BEL-GROEN,GROEN,Groen,,2014,2014,29413,528
BEL,euandi,BEL-MR,MR,Mouvement Réformateur,,2014,2014,29321,789
BEL,euandi,BEL-NVA,NVA,Nieuw-Vlaamse Alliantie,,2014,2014,29426,36
BEL,euandi,BEL-OVLD,OVLD,Open Vlaamse Liberalen en Democraten,,2014,2014,29446,49
BEL,euandi,BEL-PVDA,PVDA,Partij van de Arbeid,,2014,2014,29494,1753
BEL,euandi,BEL-PS,PS,Parti Socialiste,,2014,2014,29515,500
BEL,euandi,BEL-SPA,SPA,Socialistische Partij Anders,,2014,2014,29493,1680
BEL,euandi,BEL-VB,VB,Vlaams Belang,,2014,2014,29419,1968
BGR,euandi,BGR-ABV,ABV,Alternative for Bulgarian Renaissance,,2014,2014,29471,3187
BGR,euandi,BGR-АТАКА,АТАКА,Attack,,2014,2014,29499,4798
BGR,euandi,BGR-BSP,BSP,Bulgarian Socialist Party,,2014,2014,29522,757
BGR,euandi,BGR-BBC,BBC,Bulgaria without Censorship,,2014,2014,29428,3188
BGR,euandi,BGR-GERB,GERB,Citizens for European Development of Bulgaria,,2014,2014,29336,760
BGR,euandi,BGR-DPS,DPS,Movement for Rights and Freedom,,2014,2014,29528,982
BGR,euandi,BGR-NFSB,NFSB,National Front for the salvation of Bulgaria,,2014,2014,29381,2057
BGR,euandi,BGR-RB,RB,Reformatorski Blok,,2014,2014,29485,3189
HRV,euandi,HRV-HSLS,HSLS,Hrvatska socijalno liberalna stranka,,2014,2014,29560,214
HRV,euandi,HRV-HL,HL,Hrvatski laburisti - Stranka rada,,2014,2014,29545,3143
HRV,euandi,HRV-HDZ,HDZ,Koalicija HDZ-HSS-HSPAS,,2014,2014,29411,1431
HRV,euandi,HRV-KUKURIKU,KUKURIKU,KUKURIKU,,2014,2014,29527,2522
HRV,euandi,HRV-NF,NF,Nacionalni Forum,,2014,2014,29405,3918
HRV,euandi,HRV-ORAH,ORAH,Odrzivi razvoj Hrvatske,,2014,2014,29520,3201
HRV,euandi,HRV-SZH,SZH,Savez za Hrvatsku,,2014,2014,29432,3918
CYP,euandi,CYP-AKEL,AKEL,Ανορθωτικό Κόμμα Εργαζόμενου Λαού,,2014,2014,29430,1076
CYP,euandi,CYP-DIKO,DIKO,Δημοκρατικό Κόμμα,,2014,2014,29556,635
CYP,euandi,CYP-DISY,DISY,Δημοκρατικός Συναγερμός,,2014,2014,29530,563
CYP,euandi,CYP-ELAM,ELAM,Εθνικό Λαϊκό Μέτωπο,,2014,2014,29534,1013
CYP,euandi,CYP-EVROKO,EVROKO,Ευρωπαϊκό Κόμμα,,2014,2014,29404,1817
CYP,euandi,CYP-KOP,KOP,Κίνημα Οικολόγων Περιβαλλοντιστών,,2014,2014,29512,858
CYP,euandi,CYP-EDEK,EDEK,Κίνημα Σοσιαλδημοκρατών ΕΔΕΚ,,2014,2014,29402,1028
CYP,euandi,CYP-SYPO,SYPO,Συμμαχία Πολιτών - Γιώργος Λιλλήκας,,2014,2014,29349,3117
CZE,euandi,CZE-ANO,ANO,ANO 2011,,2014,2014,29555,2141
CZE,euandi,CZE-PIRATI,PIRATI,Česká pirátská strana,,2014,2014,29513,2047
CZE,euandi,CZE-CSSD,CSSD,Česká strana sociálně demokratická,,2014,2014,29535,177
CZE,euandi,CZE-KDUCSL,KDUCSL,KDU-CSL,,2014,2014,29536,676
CZE,euandi,CZE-KSCM,KSCM,Komunistická strana Čech a Moravy,,2014,2014,29510,1728
CZE,euandi,CZE-LEV21,LEV21,Národní socialisté – levice 21. století,,2014,2014,29417,2657
CZE,euandi,CZE-ODS,ODS,Občanská demokratická strana,,2014,2014,29467,466
CZE,euandi,CZE-SZH,SZH,Strana zelených,,2014,2014,29518,1554
CZE,euandi,CZE-TOP09,TOP09,Tradice Odpovědnost Prosperita,,2014,2014,29388,223
CZE,euandi,CZE-USVIT,USVIT,Úsvit přímé demokracie Tomia Okamury,,2014,2014,29329,2049
DNK,euandi,DNK-O,O,Dansk Folkeparti,,2014,2014,29389,1022
DNK,euandi,DNK-C,C,Det Konservative Folkeparti,,2014,2014,29449,536
DNK,euandi,DNK-B,B,Det Radikale Venstre,,2014,2014,29450,1507
DNK,euandi,DNK-N,N,Folkebevægelsen mod EU,,2014,2014,29447,333
DNK,euandi,DNK-I,I,Liberal Alliance,,2014,2014,29324,212
DNK,euandi,DNK-S,S,Socialdemokraterne,,2014,2014,29378,379
DNK,euandi,DNK-SF,SF,Socialistisk Folkeparti,,2014,2014,29395,329
DNK,euandi,DNK-V,V,Venstre,,2014,2014,29368,1204
EST,euandi,EST-EKRE,EKRE,Eesti Konservatiivne Rahvaerakond,,2014,2014,29541,4094
EST,euandi,EST-EER,EER,Erakond Eestimaa Rohelised,,2014,2014,29542,1040
EST,euandi,EST-TARAND,TARAND,Indrek Tarand,,2014,2014,29462,2567
EST,euandi,EST-IRL,IRL,Isamaa ja Res Publica Liit,,2014,2014,29436,685
EST,euandi,EST-KESK,KESK,Keskerakond,,2014,2014,29391,533
EST,euandi,EST-REF,REF,Reformierakond,,2014,2014,29415,821
EST,euandi,EST-SDE,SDE,Sotsiaaldemokraatlik Erakond,,2014,2014,29492,1150
FIN,euandi,FIN-KESK,KESK,Centre Party of Finland,,2014,2014,29423,901
FIN,euandi,FIN-MUUTOS2011,MUUTOS2011,Change 2011,,2014,2014,29322,2687
FIN,euandi,FIN-KD,KD,Christian Democrats in Finland,,2014,2014,29476,703
FIN,euandi,FIN-VIHR,VIHR,Green League,,2014,2014,29357,479
FIN,euandi,FIN-KOK,KOK,National Coalition Party,,2014,2014,29469,495
FIN,euandi,FIN-PIRAATTI,PIRAATTI,Pirate Party of Finland,,2014,2014,29463,2687
FIN,euandi,FIN-SFP,SFP,Swedish People's Party in Finland,,2014,2014,29443,1229
FIN,euandi,FIN-SDP,SDP,The Finnish Social Democratic Party,,2014,2014,29532,1303
FIN,euandi,FIN-PS,PS,The Finns Party,,2014,2014,29363,1689
FIN,euandi,FIN-VAS,VAS,The Left Alliance,,2014,2014,29468,1044
FRA,euandi,FRA-DLR,DLR,Debout la République,,2014,2014,29472,3207
FRA,euandi,FRA-EELV,EELV,Europe Ecologie - Les Verts,,2014,2014,29340,5650
FRA,euandi,FRA-FG,FG,Front de Gauche,,2014,2014,29514,4363
FRA,euandi,FRA-FN,FN,Front National,,2014,2014,29416,433
FRA,euandi,FRA-LO,LO,Lutte Ouvrière,,2014,2014,29495,617
FRA,euandi,FRA-MRC,MRC,Mouvement Républicain et Citoyen,,2014,2014,29554,3156
FRA,euandi,FRA-NPA,NPA,Nouveau Parti Anticapitaliste,,2014,2014,29331,6684
FRA,euandi,FRA-PS,PS,Parti Socialiste,,2014,2014,29539,1478
FRA,euandi,FRA-UDIMODEM,UDIMODEM,Union des Démocrates et Indépendants Modem,,2014,2014,29350,3229
FRA,euandi,FRA-UMP,UMP,Union pour un Mouvement Populaire,,2014,2014,29484,1595
DEU,euandi,DEU-AFD,AFD,Alternative für Deutschland,,2014,2014,29516,1976
DEU,euandi,DEU-GRUNEN,GRUNEN,Bündnis 90/Die Grünen,,2014,2014,29491,1816
DEU,euandi,DEU-CDU,CDU,Christlich Demokratische Union Deutschlands,,2014,2014,29457,1375
DEU,euandi,DEU-CSU,CSU,Christlich-Soziale Union in Bayern,,2014,2014,29474,1731
DEU,euandi,DEU-LINKE,LINKE,DIE LINKE,,2014,2014,29441,1545
DEU,euandi,DEU-REP,REP,Die Republikaner,,2014,2014,29478,720
DEU,euandi,DEU-FAMILIE,FAMILIE,Familien Partei Deutschlands,,2014,2014,29339,2702
DEU,euandi,DEU-FDP,FDP,Freie Demokratische Partei,,2014,2014,29323,573
DEU,euandi,DEU-FW,FW,Freie Wähler,,2014,2014,29377,1090
DEU,euandi,DEU-NPD,NPD,Nationaldemokratische Partei Deutschlands,,2014,2014,29496,1723
DEU,euandi,DEU-TIERSCHUTZ,TIERSCHUTZ,Partei Mensch Umwelt Tierschutz,,2014,2014,29410,749
DEU,euandi,DEU-PIRATEN,PIRATEN,Piratenpartei Deutschland,,2014,2014,29466,1287
DEU,euandi,DEU-SPD,SPD,Sozialdemokratische Partei Deutschlands,,2014,2014,29448,383
GRC,euandi,GRC-ANEL,ANEL,Ανεξάρτητοι Έλληνες,,2014,2014,29553,1651
GRC,euandi,GRC-DX,DX,Δημιουργία Ξανά!,,2014,2014,29526,471
GRC,euandi,GRC-DIMAR,DIMAR,Δημοκρατική Αριστερά,,2014,2014,29540,1160
GRC,euandi,GRC-DRASSI,DRASSI,Δράση,,2014,2014,29501,1130
GRC,euandi,GRC-KKE,KKE,Κομμουνιστικό Κόμμα Ελλάδας,,2014,2014,29465,48
GRC,euandi,GRC-LAOS,LAOS,Λαϊκός Ορθόδοξος Συναγερμός,,2014,2014,29543,965
GRC,euandi,GRC-ND,ND,Νέα Δημοκρατία,,2014,2014,29354,794
GRC,euandi,GRC-OP,OP,Οικολόγοι Πράσινοι,,2014,2014,29475,378
GRC,euandi,GRC-PASOK,PASOK,ΠΑΣΟΚ - Ελιά - Δημοκρατική Παράταξη,,2014,2014,29351,1468
GRC,euandi,GRC-SYRIZA,SYRIZA,Συνασπισμός Ριζοσπαστικής Αριστεράς,,2014,2014,29427,301
GRC,euandi,GRC-TOPOTAMI,TOPOTAMI,Το Ποτάμι,,2014,2014,29546,3118
GRC,euandi,GRC-XA,XA,Χρυσή Αυγή,,2014,2014,29376,1660
HUN,euandi,HUN-DK,DK,Demokratikus Koalíció,,2014,2014,29326,469
HUN,euandi,HUN-EGYUTT,EGYUTT,Együtt - Párbeszéd Magyarországért,,2014,2014,29453,3115
HUN,euandi,HUN-FIDESZ,FIDESZ,Fidesz,,2014,2014,29505,1691
HUN,euandi,HUN-JOBBIK,JOBBIK,Jobbik Magyarországért Mozgalom,,2014,2014,29398,42
HUN,euandi,HUN-LMP,LMP,Lehet Más a Politika,,2014,2014,29401,1650
HUN,euandi,HUN-MSZP,MSZP,Magyar Szocialista Párt,,2014,2014,29538,1408
IRL,euandi,IRL-FF,FF,Fianna Fail,,2014,2014,29367,1055
IRL,euandi,IRL-FG,FG,Fine Gael,,2014,2014,29431,1288
IRL,euandi,IRL-GP,GP,Green Party,,2014,2014,29330,1775
IRL,euandi,IRL-LP,LP,Labour Party,,2014,2014,29439,562
IRL,euandi,IRL-SF,SF,Sinn Fein,,2014,2014,29503,4
IRL,euandi,IRL-SP,SP,Socialist Party,,2014,2014,29425,1448
ITA,euandi,ITA-FI,FI,Forza Italia,,2014,2014,29362,1626
ITA,euandi,ITA-FDI,FDI,Fratelli d'Italia-Alleanza Nazionale,,2014,2014,29387,2280
ITA,euandi,ITA-GRI,GRI,Green Italia,,2014,2014,29371,2415
ITA,euandi,ITA-IDV,IDV,Italia dei Valori,,2014,2014,29479,768
ITA,euandi,ITA-TSIPRAS,TSIPRAS,L'Altra Europa con Tsipras,,2014,2014,29498,6685
ITA,euandi,ITA-LN,LN,Lega Nord,,2014,2014,29358,1221
ITA,euandi,ITA-M5S,M5S,Movimento Cinque Stelle,,2014,2014,29500,2046
ITA,euandi,ITA-NCD,NCD,Nuovo Centro Destra,,2014,2014,29547,2052
ITA,euandi,ITA-PD,PD,Partito Democratico,,2014,2014,29424,802
ITA,euandi,ITA-SEALDE,SEALDE,Scelta Europea ALDE,,2014,2014,29507,3956
ITA,euandi,ITA-UDC,UDC,Unione di Centro,,2014,2014,29393,201
LVA,euandi,LVA-ATTISTIBAI,ATTISTIBAI,Latvijas attīstībai,,2014,2014,29490,3213
LVA,euandi,LVA-LKS,LKS,Latvijas Krievu savienība,,2014,2014,29379,5657
LVA,euandi,LVA-LSP,LSP,Latvijas Sociālistiskā partija,,2014,2014,29345,588
LVA,euandi,LVA-TBLNNK,TBLNNK,"Nacionālā apvienība ""Visu Latvijai"" – ""TB/LNNK""",,2014,2014,29506,1704
LVA,euandi,LVA-SASKANA,SASKANA,"""Saskaņa"" sociāldemokrātiskā partija",,2014,2014,29454,5976
LVA,euandi,LVA-VIENOTIBA,VIENOTIBA,Vienotība,,2014,2014,29473,852
LVA,euandi,LVA-ZZS,ZZS,Zaļo un zemnieku savienība,,2014,2014,29325,701
LTU,euandi,LTU-DP,DP,Darbo partija,,2014,2014,29333,102
LTU,euandi,LTU-LLRA,LLRA,Lietuvos lenkų rinkimų akcija,,2014,2014,29440,556
LTU,euandi,LTU-LRLS,LRLS,Lietuvos Respublikos liberalų sąjūdis,,2014,2014,29488,1744
LTU,euandi,LTU-LSDP,LSDP,Lietuvos Socialdemokratų Partija,,2014,2014,29352,64
LTU,euandi,LTU-LZP,LZP,Lietuvos Žaliųjų partija,,2014,2014,29374,1407
LTU,euandi,LTU-PTIT,PTIT,Partija Tvarka ir teisingumas,,2014,2014,29557,237
LTU,euandi,LTU-TSLKD,TSLKD,Tėvynės sąjunga - Lietuvos krikščionys demokratai,,2014,2014,29549,193
LUX,euandi,LUX-ADR,ADR,Alternativ Demokratesch Reformpartei,,2014,2014,29344,1114
LUX,euandi,LUX-CSV,CSV,CSV,,2014,2014,29394,539
LUX,euandi,LUX-GRENG,GRENG,déi gréng,,2014,2014,29444,1138
LUX,euandi,LUX-LENK,LENK,déi Lénk,,2014,2014,29438,271
LUX,euandi,LUX-DP,DP,Demokratesch Partei,,2014,2014,29348,300
LUX,euandi,LUX-LSAP,LSAP,LSAP,,2014,2014,29346,186
LUX,euandi,LUX-PID,PID,Partei fir INTEGRAL Demokratie,,2014,2014,29460,2064
LUX,euandi,LUX-PIRATEN,PIRATEN,Parti Pirate Luxembourg,,2014,2014,29370,2065
MLT,euandi,MLT-AD,AD,Alternattiva Demokratika,,2014,2014,29409,62
MLT,euandi,MLT-PL,PL,Partit Laburista,,2014,2014,29343,808
MLT,euandi,MLT-PN,PN,Partit Nazzjonalista,,2014,2014,29519,699
NLD,euandi,NLD-50PLUS,50PLUS,50Plus Partij,,2014,2014,29414,714
NLD,euandi,NLD-CDA,CDA,Christen Democratisch Appèl,,2014,2014,29502,1157
NLD,euandi,NLD-CUSGP,CUSGP,Christen Unie/Staatkundig Gereformeerde Partij,,2014,2014,29481,6758
NLD,euandi,NLD-D66,D66,Democraten 66,,2014,2014,29477,45
NLD,euandi,NLD-GL,GL,GroenLinks,,2014,2014,29435,1537
NLD,euandi,NLD-LIBDEM,LIBDEM,Liberaal Democratische Partij,,2014,2014,29537,2841
NLD,euandi,NLD-PVDA,PVDA,Partij van de Arbeid,,2014,2014,29372,1234
NLD,euandi,NLD-PVDD,PVDD,Partij voor de Dieren,,2014,2014,29364,1467
NLD,euandi,NLD-PVV,PVV,Partij voor de Vrijheid,,2014,2014,29458,298
NLD,euandi,NLD-PP,PP,Piratenpartij,,2014,2014,29361,2841
NLD,euandi,NLD-SP,SP,Socialistische Partij,,2014,2014,29497,1363
NLD,euandi,NLD-VVD,VVD,Volkspartij voor Vrijheid en Democratie,,2014,2014,29383,828
POL,euandi,POL-EUROPAPLUS,EUROPAPLUS,Europa Plus Twój Ruch,,2014,2014,29366,3999
POL,euandi,POL-KNP,KNP,Kongres Nowej Prawicy,,2014,2014,29489,4713
POL,euandi,POL-PO,PO,Platforma Obywatelska,,2014,2014,29437,1117
POL,euandi,POL-PRJG,PRJG,Polska Razem Jarosława Gowina,,2014,2014,29332,2992
POL,euandi,POL-PSL,PSL,Polskie Stronnictwo Ludowe,,2014,2014,29445,602
POL,euandi,POL-PIS,PIS,Prawo i Sprawiedliwość,,2014,2014,29464,1565
POL,euandi,POL-SLD,SLD,Sojusz Lewicy Demokratycznej,,2014,2014,29406,57
POL,euandi,POL-SP,SP,Solidarna Polska,,2014,2014,29390,328
PRT,euandi,PRT-AP,AP,Aliança Portugal,,2014,2014,29338,5939
PRT,euandi,PRT-BE,BE,Bloco de Esquerda,,2014,2014,29487,1310
PRT,euandi,PRT-CDU,CDU,Coligação Democrática Unitária,,2014,2014,29327,284
PRT,euandi,PRT-LIVRE,LIVRE,"LIVRE - Liberdade, Esquerda, Europa, Ecologia (L)",,2014,2014,29422,3225
PRT,euandi,PRT-MAS,MAS,Movimento Alternativa Socialista,,2014,2014,29429,2893
PRT,euandi,PRT-PCTP,PCTP,Partido Comunista dos Trabalhadores Portugueses,,2014,2014,29342,857
PRT,euandi,PRT-PAN,PAN,Partido pelos Animais e pela Natureza,,2014,2014,29341,97
PRT,euandi,PRT-PS,PS,Partido Socialista,,2014,2014,29355,655
ROU,euandi,ROU-FC,FC,Forța Civică,,2014,2014,29529,2473
ROU,euandi,ROU-PDL,PDL,Partidul Democrat Liberal,,2014,2014,29408,660
ROU,euandi,ROU-PMP,PMP,Partidul Mişcarea Populară,,2014,2014,29525,3210
ROU,euandi,ROU-PNL,PNL,Partidul Național Liberal,,2014,2014,29523,481
ROU,euandi,ROU-PNȚCD,PNȚCD,Partidul Naţional Ţărănesc Creştin Democrat,,2014,2014,29319,1750
ROU,euandi,ROU-PPDD,PPDD,Partidul Poporului-Dan Diaconescu,,2014,2014,29455,2474
ROU,euandi,ROU-PRM,PRM,Partidul România Mare,,2014,2014,29328,1305
ROU,euandi,ROU-PSD,PSD,Partidul Social Democrat,,2014,2014,29375,120
ROU,euandi,ROU-UDMR,UDMR,Uniunea Democrată Maghiară din România,,2014,2014,29558,1105
SVK,euandi,SVK-KDH,KDH,Kresťanskodemokratické hnutie,,2014,2014,29347,63
SVK,euandi,SVK-LSNS,LSNS,Ľudová strana Naše Slovensko,,2014,2014,29517,656
SVK,euandi,SVK-MOSTHID,MOSTHID,Most-Híd,,2014,2014,29452,258
SVK,euandi,SVK-NOVA,NOVA,Nová väčšina,,2014,2014,29380,6686
SVK,euandi,SVK-OLANO,OLANO,Obyčajní ľudia a nezávislé osobnosti,,2014,2014,29356,2130
SVK,euandi,SVK-SAS,SAS,Sloboda a solidarita,,2014,2014,29483,1386
SVK,euandi,SVK-SDKUDS,SDKUDS,Slovenská demokratická a kresťanská únia,,2014,2014,29407,1617
SVK,euandi,SVK-SNS,SNS,Slovenská národná strana,,2014,2014,29459,730
SVK,euandi,SVK-SMERSD,SMERSD,Smer - sociálna demokracia,,2014,2014,29359,311
SVK,euandi,SVK-SMKMKP,SMKMKP,Strana maďarskej komunity – Magyar Közösség Pártja,,2014,2014,29335,349
SVN,euandi,SVN-DESUS,DESUS,Demokratična stranka upokojencev Slovenije,,2014,2014,29421,467
SVN,euandi,SVN-DL,DL,Državljanska lista,,2014,2014,29360,98
SVN,euandi,SVN-NSI,NSI,Nova Slovenija – krščanski demokrati,,2014,2014,29400,1618
SVN,euandi,SVN-PS,PS,Pozitivna Slovenija,,2014,2014,29373,1773
SVN,euandi,SVN-SDS,SDS,Slovenska demokratska stranka,,2014,2014,29482,472
SVN,euandi,SVN-SLS,SLS,Slovenska ljudska stranka,,2014,2014,29369,764
SVN,euandi,SVN-SD,SD,Socialni demokrati,,2014,2014,29511,1403
SVN,euandi,SVN-SOLIDARNOST,SOLIDARNOST,"Solidarnost, za pravično družbo",,2014,2014,29550,3220
SVN,euandi,SVN-ZL,ZL,Zdruzena levica,,2014,2014,29480,2276
ESP,euandi,ESP-IU,IU,Izquierda Unida,,2014,2014,29504,247
ESP,euandi,ESP-PP,PP,Partido Popular,,2014,2014,29334,5750
ESP,euandi,ESP-PSOE,PSOE,Partido Socialista Obrero Espagnol,,2014,2014,29451,1338
ESP,euandi,ESP-UPYD,UPYD,Union Progreso y Democracia,,2014,2014,29433,55
SWE,euandi,SWE-SAP,SAP,Arbetarepartiet-Socialdemokraterna,,2014,2014,29470,487
SWE,euandi,SWE-C,C,Centerpartiet,,2014,2014,29353,199
SWE,euandi,SWE-FI,FI,Feministiskt initiativ,,2014,2014,29508,1240
SWE,euandi,SWE-FP,FP,Folkpartiet liberalerna,,2014,2014,29531,1274
SWE,euandi,SWE-KD,KD,Kristdemokraterna,,2014,2014,29551,651
SWE,euandi,SWE-MP,MP,Miljöpartiet de gröna,,2014,2014,29461,456
SWE,euandi,SWE-M,M,Moderaterna,,2014,2014,29559,690
SWE,euandi,SWE-PP,PP,Piratpartiet,,2014,2014,29337,1485
SWE,euandi,SWE-SD,SD,Sverigedemokraterna,,2014,2014,29544,409
SWE,euandi,SWE-V,V,Vänsterpartiet,,2014,2014,29386,830
GBR,euandi,GBR-BNP,BNP,British National Party,,2014,2014,29412,855
GBR,euandi,GBR-CON,CON,Conservative Party,,2014,2014,29384,1567
GBR,euandi,GBR-DUP,DUP,Democratic Unionist Party,,2014,2014,29320,335
GBR,euandi,GBR-GP,GP,Green Party,,2014,2014,29385,1794
GBR,euandi,GBR-LAB,LAB,Labour Party,,2014,2014,29533,1516
GBR,euandi,GBR-LIB,LIB,Liberal Democrats,,2014,2014,29397,1388
GBR,euandi,GBR-PC,PC,Plaid Cymru,,2014,2014,29365,1002
GBR,euandi,GBR-SGP,SGP,Scottish Green Party,,2014,2014,29442,6687
GBR,euandi,GBR-SNP,SNP,Scottish National Party,,2014,2014,29552,986
GBR,euandi,GBR-SF,SF,Sinn Féin,,2014,2014,29548,963
GBR,euandi,GBR-SDLP,SDLP,Social Democratic and Labour Party,,2014,2014,29509,762
GBR,euandi,GBR-UUP,UUP,Ulster Unionist Party,,2014,2014,29396,1366
